Step ID,Phase,Feature / Area,Step (Granular),Detailed Step Description,Difficulty (1-5),Difficulty Label,Impact (1-5),Impact Label,Status,Dependencies,Notes / Context
MVP-TPL-10,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Unit & integration tests for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Write tests covering happy paths and edge cases for Prebuilt workflow templates (tax prep, bookkeeping, payroll). Target 80% coverage where practical.",4,Medium-Hard,5,Critical,Not Started,MVP-TPL-09,Quick onboarding for new firms
MVP-TPL-11,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Security review for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Threat model Prebuilt workflow templates (tax prep, bookkeeping, payroll), encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,MVP-TPL-10,Quick onboarding for new firms
MVP-TPL-12,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Performance & load testing for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Benchmark key paths for Prebuilt workflow templates (tax prep, bookkeeping, payroll); tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,MVP-TPL-11,Quick onboarding for new firms
MVP-TPL-13,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Backups & disaster recovery for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Define RPO/RTO; test backup and restore for data involved in Prebuilt workflow templates (tax prep, bookkeeping, payroll).",2,Low-Medium,4,Very High,Not Started,MVP-TPL-12,Quick onboarding for new firms
MVP-TPL-14,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Admin controls & settings for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Add admin toggles and configuration for Prebuilt workflow templates (tax prep, bookkeeping, payroll). Include feature flags and rollout controls.",2,Low-Medium,4,Very High,Not Started,MVP-TPL-13,Quick onboarding for new firms
MVP-TPL-15,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Documentation & SOPs for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Write internal docs and step-by-step SOPs so team can operate Prebuilt workflow templates (tax prep, bookkeeping, payroll) confidently.",2,Low-Medium,4,Very High,Not Started,MVP-TPL-14,Quick onboarding for new firms
MVP-TPL-16,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Pilot rollout for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Enable for internal users first; gather feedback, fix bugs, and prepare public launch for Prebuilt workflow templates (tax prep, bookkeeping, payroll).",2,Low-Medium,4,Very High,Not Started,MVP-TPL-15,Quick onboarding for new firms
MVP-TPL-17,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Define goals & success metrics for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Clarify outcomes, acceptance criteria, KPIs, and constraints for Prebuilt workflow templates (tax prep, bookkeeping, payroll). Produce a one-page spec and checklist.",2,Low-Medium,4,Very High,Not Started,MVP-TPL-16,Quick onboarding for new firms
MVP-TPL-18,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Design data model/schema for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Identify entities and relationships required for Prebuilt workflow templates (tax prep, bookkeeping, payroll). Create tables/collections and ERD with indexes and audit fields.",3,Medium,4,Very High,Not Started,MVP-TPL-17,Quick onboarding for new firms
MVP-TPL-19,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)",Set up provider accounts & credentials (if needed),"Create sandbox/production accounts for vendors relevant to Prebuilt workflow templates (tax prep, bookkeeping, payroll). Store API keys and secrets in secure vault.",4,Medium-Hard,5,Critical,Not Started,MVP-TPL-18,Quick onboarding for new firms
MVP-TPL-20,MVP,"Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Build core API endpoints for Prebuilt workflow templates (tax prep, bookkeeping, payroll)","Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,MVP-TPL-19,Quick onboarding for new firms
MVP-CAL-01,MVP,"Calendar integration (Google, Outlook, iCal)",Select calendar providers,Support Google and Outlook first; evaluate iCal read-only.,3,Medium,4,Very High,Not Started,,Reduces missed dates
MVP-CAL-02,MVP,"Calendar integration (Google, Outlook, iCal)",OAuth & scopes,Implement OAuth2 consent with minimal scopes; secure token storage with refresh.,5,Hard,5,Critical,Not Started,MVP-CAL-01,Reduces missed dates
MVP-CAL-03,MVP,"Calendar integration (Google, Outlook, iCal)",Availability sync,One-way sync to show available slots to clients; handle time zones.,4,Medium-Hard,5,Critical,Not Started,MVP-CAL-02,Reduces missed dates
MVP-CAL-04,MVP,"Calendar integration (Google, Outlook, iCal)",Event creation,Create events on staff calendars with client details and links.,3,Medium,4,Very High,Not Started,MVP-CAL-03,Reduces missed dates
MVP-CAL-05,MVP,"Calendar integration (Google, Outlook, iCal)",Webhooks/watch channels,Use push notifications (Google watch / MS subscriptions) to keep events in sync.,4,Medium-Hard,5,Critical,Not Started,MVP-CAL-04,Reduces missed dates
MVP-CAL-06,MVP,"Calendar integration (Google, Outlook, iCal)",Reschedule/cancel flows,Allow clients to reschedule/cancel; send notifications to all parties.,3,Medium,4,Very High,Not Started,MVP-CAL-05,Reduces missed dates
MVP-CAL-07,MVP,"Calendar integration (Google, Outlook, iCal)",No-show handling,Track no-shows and automate follow-up reminders.,3,Medium,4,Very High,Not Started,MVP-CAL-06,Reduces missed dates
MVP-CAL-08,MVP,"Calendar integration (Google, Outlook, iCal)",Testing,Simulate multi-timezone scheduling and recurring events.,4,Medium-Hard,4,Very High,Not Started,MVP-CAL-07,Reduces missed dates
MVP-CAL-09,MVP,"Calendar integration (Google, Outlook, iCal)","Define goals & success metrics for Calendar integration (Google, Outlook, iCal)","Clarify outcomes, acceptance criteria, KPIs, and constraints for Calendar integration (Google, Outlook, iCal). Produce a one-page spec and checklist.",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-08,Reduces missed dates
MVP-CAL-10,MVP,"Calendar integration (Google, Outlook, iCal)","Design data model/schema for Calendar integration (Google, Outlook, iCal)","Identify entities and relationships required for Calendar integration (Google, Outlook, iCal). Create tables/collections and ERD with indexes and audit fields.",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-09,Reduces missed dates
MVP-CAL-11,MVP,"Calendar integration (Google, Outlook, iCal)",Set up provider accounts & credentials (if needed),"Create sandbox/production accounts for vendors relevant to Calendar integration (Google, Outlook, iCal). Store API keys and secrets in secure vault.",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-10,Reduces missed dates
MVP-CAL-12,MVP,"Calendar integration (Google, Outlook, iCal)","Build core API endpoints for Calendar integration (Google, Outlook, iCal)","Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-11,Reduces missed dates
MVP-CAL-13,MVP,"Calendar integration (Google, Outlook, iCal)","Implement RBAC/permissions for Calendar integration (Google, Outlook, iCal)","Define roles and scopes; enforce access control at API and UI layers for Calendar integration (Google, Outlook, iCal).",5,Hard,5,Critical,Not Started,MVP-CAL-12,Reduces missed dates
MVP-CAL-14,MVP,"Calendar integration (Google, Outlook, iCal)","Create primary UI workflows for Calendar integration (Google, Outlook, iCal)","Design and build pages/forms to complete the core flows for Calendar integration (Google, Outlook, iCal). Add real-time validation and empty states.",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-13,Reduces missed dates
MVP-CAL-15,MVP,"Calendar integration (Google, Outlook, iCal)","Add webhooks/event handling for Calendar integration (Google, Outlook, iCal)","Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-14,Reduces missed dates
MVP-CAL-16,MVP,"Calendar integration (Google, Outlook, iCal)","Input validation & error UX for Calendar integration (Google, Outlook, iCal)","Centralize server- and client-side validation. Provide helpful error messages and logging for Calendar integration (Google, Outlook, iCal).",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-15,Reduces missed dates
MVP-CAL-17,MVP,"Calendar integration (Google, Outlook, iCal)","Observability for Calendar integration (Google, Outlook, iCal)","Add structured logs, metrics, tracing, and dashboards (errors, latency, throughput) for Calendar integration (Google, Outlook, iCal).",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-16,Reduces missed dates
MVP-CAL-18,MVP,"Calendar integration (Google, Outlook, iCal)","Unit & integration tests for Calendar integration (Google, Outlook, iCal)","Write tests covering happy paths and edge cases for Calendar integration (Google, Outlook, iCal). Target 80% coverage where practical.",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-17,Reduces missed dates
MVP-CAL-19,MVP,"Calendar integration (Google, Outlook, iCal)","Security review for Calendar integration (Google, Outlook, iCal)","Threat model Calendar integration (Google, Outlook, iCal), encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,MVP-CAL-18,Reduces missed dates
MVP-CAL-20,MVP,"Calendar integration (Google, Outlook, iCal)","Performance & load testing for Calendar integration (Google, Outlook, iCal)","Benchmark key paths for Calendar integration (Google, Outlook, iCal); tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,5,Critical,Not Started,MVP-CAL-19,Reduces missed dates
MVP-DLN-01,MVP,Deadline/compliance reminders,Reminder strategy,"Define reminder types (deadlines, documents, invoices) and timing rules.",3,Medium,4,Very High,Not Started,MVP-CAL-01,Huge time saver for busy season
MVP-DLN-02,MVP,Deadline/compliance reminders,Template library,Create message templates for email/SMS with personalization tokens.,2,Low-Medium,4,Very High,Not Started,"MVP-CAL-01, MVP-DLN-01",Huge time saver for busy season
MVP-DLN-03,MVP,Deadline/compliance reminders,Opt-in/opt-out & compliance,Capture consent; include unsubscribe per TCPA/CASL.,5,Hard,5,Critical,Not Started,"MVP-CAL-01, MVP-DLN-02",Huge time saver for busy season
MVP-DLN-04,MVP,Deadline/compliance reminders,Scheduler service,Background job to queue and send reminders; idempotent and retry-safe.,3,Medium,4,Very High,Not Started,"MVP-CAL-01, MVP-DLN-03",Huge time saver for busy season
MVP-DLN-05,MVP,Deadline/compliance reminders,Email/SMS providers,Integrate SendGrid and Twilio with rate limiting and error handling.,3,Medium,4,Very High,Not Started,"MVP-CAL-01, MVP-DLN-04",Huge time saver for busy season
MVP-DLN-06,MVP,Deadline/compliance reminders,Preference center,UI for clients to set channels and frequency.,2,Low-Medium,4,Very High,Not Started,"MVP-CAL-01, MVP-DLN-05",Huge time saver for busy season
MVP-DLN-07,MVP,Deadline/compliance reminders,Testing,End-to-end test of reminder flows and edge cases.,4,Medium-Hard,4,Very High,Not Started,"MVP-CAL-01, MVP-DLN-06",Huge time saver for busy season
MVP-DLN-08,MVP,Deadline/compliance reminders,Define goals & success metrics for Deadline/compliance reminders,"Clarify outcomes, acceptance criteria, KPIs, and constraints for Deadline/compliance reminders. Produce a one-page spec and checklist.",5,Hard,5,Critical,Not Started,"MVP-CAL-01, MVP-DLN-07",Huge time saver for busy season
MVP-DLN-09,MVP,Deadline/compliance reminders,Design data model/schema for Deadline/compliance reminders,Identify entities and relationships required for Deadline/compliance reminders. Create tables/collections and ERD with indexes and audit fields.,5,Hard,5,Critical,Not Started,"MVP-CAL-01, MVP-DLN-08",Huge time saver for busy season
MVP-DLN-10,MVP,Deadline/compliance reminders,Set up provider accounts & credentials (if needed),Create sandbox/production accounts for vendors relevant to Deadline/compliance reminders. Store API keys and secrets in secure vault.,5,Hard,5,Critical,Not Started,"MVP-CAL-01, MVP-DLN-09",Huge time saver for busy season
MVP-DLN-11,MVP,Deadline/compliance reminders,Build core API endpoints for Deadline/compliance reminders,"Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",5,Hard,5,Critical,Not Started,"MVP-CAL-01, MVP-DLN-10",Huge time saver for busy season
MVP-DLN-12,MVP,Deadline/compliance reminders,Implement RBAC/permissions for Deadline/compliance reminders,Define roles and scopes; enforce access control at API and UI layers for Deadline/compliance reminders.,5,Hard,5,Critical,Not Started,"MVP-CAL-01, MVP-DLN-11",Huge time saver for busy season
MVP-DLN-13,MVP,Deadline/compliance reminders,Create primary UI workflows for Deadline/compliance reminders,Design and build pages/forms to complete the core flows for Deadline/compliance reminders. Add real-time validation and empty states.,5,Hard,5,Critical,Not Started,"MVP-CAL-01, MVP-DLN-12",Huge time saver for busy season
MVP-DLN-14,MVP,Deadline/compliance reminders,Add webhooks/event handling for Deadline/compliance reminders,"Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",5,Hard,5,Critical,Not Started,"MVP-CAL-01, MVP-DLN-13",Huge time saver for busy season
